Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	15	0	82.5	0	110	0	112.5	0	-0.0578447	0	7	34	45	46		
4	15	0	82.5	0	115	0	117.5	0	-0.03705448	0	7	34	47	48		
4	15	0	82.5	0	117.5	0	120	0	-0.00344296	0	7	34	48	49		
4	15	0	82.5	0	120	0	122.5	0	-0.01664288	0	7	34	49	50		
4	15	0	82.5	0	125	0	127.5	0	-0.01300994	0	7	34	51	52		
4	15	0	82.5	0	127.5	0	130	0	-0.01566959	0	7	34	52	53		
4	15	0	82.5	0	130	0	132.5	0	-0.03573068	0	7	34	53	54		
4	15	0	82.5	0	135	0	137.5	0	-0.01876136	0	7	34	55	56		
4	15	0	82.5	0	147.5	0	150	0	-0.02185381	0	7	34	60	61		
4	15	0	82.5	0	150	0	152.5	0	-0.01438993	0	7	34	61	62		
4	27.5	0	95	0	0	0	2.5	0	-0.01186722	0	12	39	1	2		
4	27.5	0	95	0	2.5	0	5	0	-0.03215096	0	12	39	2	3		
4	27.5	0	95	0	5	0	7.5	0	-0.02568974	0	12	39	3	4		
4	27.5	0	95	0	7.5	0	10	0	-0.01179793	0	12	39	4	5		
4	27.5	0	95	0	10	0	12.5	0	-0.07855991	0	12	39	5	6		
4	27.5	0	95	0	17.5	0	20	0	-0.1915419	52.8718605	12	39	8	9		
4	27.5	0	95	0	20	0	22.5	0	-0.30675709	45.58876038	12	39	9	10		
4	27.5	0	95	0	22.5	0	25	0	-0.77131361	38.46508026	12	39	10	11		
4	27.5	0	95	0	30	0	32.5	0	0.76741248	40.27204895	12	39	13	14		
4	27.5	0	95	0	32.5	0	35	0	0.27642679	51.26639175	12	39	14	15		
4	27.5	0	95	0	35	0	37.5	0	0.245987	33.37316132	12	39	15	16		
4	27.5	0	95	0	37.5	0	40	0	0.51259083	51.32091904	12	39	16	17		
4	27.5	0	95	0	40	0	42.5	0	0.1062609	10.39713955	12	39	17	18		
4	27.5	0	95	0	57.5	0	60	0	0.1078027	97.03514099	12	39	24	25		
4	27.5	0	95	0	65	0	67.5	0	0.06871965	0	12	39	27	28		
4	27.5	0	95	0	72.5	0	75	0	0.1466023	48.71792984	12	39	30	31		
4	27.5	0	95	0	75	0	77.5	0	0.30636099	64.69953156	12	39	31	32		
4	27.5	0	95	0	77.5	0	80	0	0.1273431	27.65007019	12	39	32	33		
4	27.5	0	95	0	100	0	102.5	0	-0.33610389	64.8378067	12	39	41	42		
4	27.5	0	95	0	102.5	0	105	0	-0.19692899	66.29901886	12	39	42	43		
4	27.5	0	95	0	105	0	107.5	0	-0.14685041	51.64524078	12	39	43	44		
4	27.5	0	95	0	107.5	0	110	0	-0.06703839	0	12	39	44	45		
4	27.5	0	95	0	110	0	112.5	0	-0.1078531	38.27819061	12	39	45	46		
4	27.5	0	95	0	112.5	0	115	0	-0.02196736	0	12	39	46	47		
4	27.5	0	95	0	115	0	117.5	0	-0.06139142	0	12	39	47	48		
4	27.5	0	95	0	117.5	0	120	0	-0.00914572	0	12	39	48	49		
4	27.5	0	95	0	120	0	122.5	0	-0.02702451	0	12	39	49	50		
4	27.5	0	95	0	125	0	127.5	0	-0.02187837	0	12	39	51	52		
4	27.5	0	95	0	127.5	0	130	0	-0.02811437	0	12	39	52	53		
4	27.5	0	95	0	130	0	132.5	0	-0.0222414	0	12	39	53	54		
4	27.5	0	95	0	132.5	0	135	0	-0.00951268	0	12	39	54	55		
4	27.5	0	95	0	135	0	137.5	0	-0.0258118	0	12	39	55	56		
4	27.5	0	95	0	147.5	0	150	0	-0.02685284	0	12	39	60	61		
4	27.5	0	95	0	150	0	152.5	0	-0.02158464	0	12	39	61	62		
4	47.5	0	115	0	80	0	82.5	0	0.07893882	0	20	47	33	34		
4	47.5	0	115	0	100	0	102.5	0	0.07672498	0	20	47	41	42		
4	47.5	0	115	0	102.5	0	105	0	0.09908471	0	20	47	42	43		
4	47.5	0	115	0	105	0	107.5	0	0.2192997	27.52327919	20	47	43	44		
4	47.5	0	115	0	107.5	0	110	0	0.2819311	34.38951111	20	47	44	45		
4	47.5	0	115	0	117.5	0	120	0	-0.93234521	29.05883026	20	47	48	49		
4	47.5	0	115	0	120	0	122.5	0	-0.26989639	30.84778976	20	47	49	50		
4	47.5	0	115	0	122.5	0	125	0	-0.1830405	26.17140961	20	47	50	51		
4	47.5	0	115	0	125	0	127.5	0	-0.120499	0	20	47	51	52		
4	47.5	0	115	0	127.5	0	130	0	-0.101863	0	20	47	52	53		
4	47.5	0	115	0	130	0	132.5	0	-0.09294959	0	20	47	53	54		
4	47.5	0	115	0	132.5	0	135	0	-0.04851766	0	20	47	54	55		
4	47.5	0	115	0	135	0	137.5	0	-0.05750912	0	20	47	55	56		
4	55	0	122.5	0	0	0	2.5	0	-0.01053376	0	23	50	1	2		
4	55	0	122.5	0	5	0	7.5	0	-0.01950235	0	23	50	3	4		
4	55	0	122.5	0	7.5	0	10	0	-0.04032031	0	23	50	4	5		
4	55	0	122.5	0	12.5	0	15	0	-0.05145633	0	23	50	6	7		
4	55	0	122.5	0	15	0	17.5	0	-0.01760476	0	23	50	7	8		
4	55	0	122.5	0	20	0	22.5	0	-0.0461674	0	23	50	9	10		
4	55	0	122.5	0	25	0	27.5	0	-0.02543762	0	23	50	11	12		
4	55	0	122.5	0	27.5	0	30	0	-0.06438676	0	23	50	12	13		
4	55	0	122.5	0	30	0	32.5	0	-0.0250902	0	23	50	13	14		
4	55	0	122.5	0	32.5	0	35	0	-0.00288078	0	23	50	14	15		
4	55	0	122.5	0	35	0	37.5	0	-0.1082986	0	23	50	15	16		
4	55	0	122.5	0	77.5	0	80	0	0.51609051	27.99152946	23	50	32	33		
4	55	0	122.5	0	80	0	82.5	0	0.0894655	0	23	50	33	34		
4	55	0	122.5	0	100	0	102.5	0	0.04265439	0	23	50	41	42		
4	55	0	122.5	0	102.5	0	105	0	0.03881511	0	23	50	42	43		
4	55	0	122.5	0	105	0	107.5	0	0.1018783	0	23	50	43	44		
4	55	0	122.5	0	107.5	0	110	0	0.05606452	0	23	50	44	45		
4	55	0	122.5	0	110	0	112.5	0	0.2034374	17.93807983	23	50	45	46		
4	55	0	122.5	0	112.5	0	115	0	0.1470546	36.16730118	23	50	46	47		
4	55	0	122.5	0	115	0	117.5	0	0.34249961	25.51612091	23	50	47	48		
4	55	0	122.5	0	125	0	127.5	0	-0.71735698	20.70339012	23	50	51	52		
4	55	0	122.5	0	127.5	0	130	0	-0.38903651	12.07114983	23	50	52	53		
4	55	0	122.5	0	130	0	132.5	0	-0.18586969	216.9739075	23	50	53	54		
4	55	0	122.5	0	132.5	0	135	0	-0.1347899	99	23	50	54	55		
4	55	0	122.5	0	135	0	137.5	0	-0.1207696	14.93834019	23	50	55	56		
4	55	0	122.5	0	150	0	152.5	0	-0.04328663	0	23	50	61	62		
4	57.5	0	125	0	2.5	0	5	0	-0.02333441	0	24	51	2	3		
4	57.5	0	125	0	10	0	12.5	0	-0.07115711	0	24	51	5	6		
4	57.5	0	125	0	15	0	17.5	0	-0.02091868	0	24	51	7	8		
4	57.5	0	125	0	17.5	0	20	0	-0.03470815	0	24	51	8	9		
4	57.5	0	125	0	22.5	0	25	0	-0.05439897	0	24	51	10	11		
4	57.5	0	125	0	25	0	27.5	0	-0.00221875	0	24	51	11	12		
4	57.5	0	125	0	30	0	32.5	0	-0.02137963	0	24	51	13	14		
4	57.5	0	125	0	32.5	0	35	0	-0.09306569	0	24	51	14	15		
4	57.5	0	125	0	37.5	0	40	0	-0.45720729	34.57934189	24	51	16	17		
4	57.5	0	125	0	42.5	0	45	0	-0.58086759	35.18218994	24	51	18	19		
4	57.5	0	125	0	45	0	47.5	0	-0.07439075	0	24	51	19	20		
4	57.5	0	125	0	50	0	52.5	0	-0.55799019	55.83200073	24	51	21	22		
4	57.5	0	125	0	80	0	82.5	0	0.01132774	0	24	51	33	34		
4	57.5	0	125	0	100	0	102.5	0	0.04854762	0	24	51	41	42		
4	57.5	0	125	0	102.5	0	105	0	0.08835621	0	24	51	42	43		
4	57.5	0	125	0	105	0	107.5	0	0.04755773	0	24	51	43	44		
4	57.5	0	125	0	107.5	0	110	0	0.1179859	0	24	51	44	45		
4	57.5	0	125	0	110	0	112.5	0	0.05138231	0	24	51	45	46		
4	57.5	0	125	0	112.5	0	115	0	0.1957853	37.48395157	24	51	46	47		
4	57.5	0	125	0	115	0	117.5	0	0.1708191	49.28564072	24	51	47	48		
4	57.5	0	125	0	117.5	0	120	0	0.30277449	66.05214691	24	51	48	49		
4	57.5	0	125	0	127.5	0	130	0	-0.90772742	60.59648132	24	51	52	53		
4	57.5	0	125	0	130	0	132.5	0	-0.3926475	46.09822845	24	51	53	54		
4	57.5	0	125	0	132.5	0	135	0	-0.2037034	99	24	51	54	55		
4	57.5	0	125	0	135	0	137.5	0	-0.1978361	53.70972824	24	51	55	56		
4	57.5	0	125	0	147.5	0	150	0	-0.05305112	0	24	51	60	61		
4	57.5	0	125	0	150	0	152.5	0	-0.04177137	0	24	51	61	62		
4	62.5	0	130	0	117.5	0	120	0	0.09624917	0	26	53	48	49		
4	62.5	0	130	0	120	0	122.5	0	0.18353049	37.33377838	26	53	49	50		
4	62.5	0	130	0	122.5	0	125	0	0.29805419	45.32281113	26	53	50	51		
4	62.5	0	130	0	132.5	0	135	0	-1.91519403	10.07219982	26	53	54	55		
4	65	0	132.5	0	0	0	2.5	0	-0.00741425	0	27	54	1	2		
4	65	0	132.5	0	5	0	7.5	0	-0.01393151	0	27	54	3	4		
4	65	0	132.5	0	10	0	12.5	0	-0.03424437	0	27	54	5	6		
4	65	0	132.5	0	12.5	0	15	0	-0.03777074	0	27	54	6	7		
4	65	0	132.5	0	15	0	17.5	0	-0.00960691	0	27	54	7	8		
4	65	0	132.5	0	20	0	22.5	0	-0.03147456	0	27	54	9	10		
4	65	0	132.5	0	25	0	27.5	0	-0.01628363	0	27	54	11	12		
4	65	0	132.5	0	27.5	0	30	0	-0.04012377	0	27	54	12	13		
4	65	0	132.5	0	30	0	32.5	0	-0.01275726	0	27	54	13	14		
4	65	0	132.5	0	35	0	37.5	0	-0.06308503	0	27	54	15	16		
4	65	0	132.5	0	37.5	0	40	0	-0.3917585	61.2240715	27	54	16	17		
4	65	0	132.5	0	67.5	0	70	0	0.1783507	83.77819061	27	54	28	29		
4	65	0	132.5	0	72.5	0	75	0	0.07699751	0	27	54	30	31		
4	65	0	132.5	0	80	0	82.5	0	0.16087019	28.6384697	27	54	33	34		
4	65	0	132.5	0	100	0	102.5	0	0.03276931	0	27	54	41	42		
4	65	0	132.5	0	102.5	0	105	0	0.0265873	0	27	54	42	43		
4	65	0	132.5	0	105	0	107.5	0	0.06262475	0	27	54	43	44		
4	65	0	132.5	0	107.5	0	110	0	0.01532955	0	27	54	44	45		
4	65	0	132.5	0	110	0	112.5	0	0.111299	0	27	54	45	46		
4	65	0	132.5	0	112.5	0	115	0	0.02931905	0	27	54	46	47		
4	65	0	132.5	0	115	0	117.5	0	0.09820284	0	27	54	47	48		
4	65	0	132.5	0	117.5	0	120	0	0.06689227	0	27	54	48	49		
4	65	0	132.5	0	120	0	122.5	0	0.1198875	29.68416977	27	54	49	50		
4	65	0	132.5	0	122.5	0	125	0	0.1591133	39.69165039	27	54	50	51		
4	65	0	132.5	0	125	0	127.5	0	0.4680801	29.1389904	27	54	51	52		
4	65	0	132.5	0	135	0	137.5	0	-3.98058796	18.96080971	27	54	55	56		
4	65	0	132.5	0	147.5	0	150	0	-0.03782782	0	27	54	60	61		
4	65	0	132.5	0	150	0	152.5	0	-0.05830015	0	27	54	61	62		
4	22.5	0	105	0	0	0	2.5	0	-0.04106821	0	10	43	1	2		
4	22.5	0	105	0	2.5	0	5	0	-0.04517058	0	10	43	2	3		
4	22.5	0	105	0	5	0	7.5	0	-0.04285111	0	10	43	3	4		
4	22.5	0	105	0	7.5	0	10	0	-0.05141702	0	10	43	4	5		
4	22.5	0	105	0	10	0	12.5	0	-0.1141304	99	10	43	5	6		
4	22.5	0	105	0	12.5	0	15	0	-0.1804103	46.15042114	10	43	6	7		
4	22.5	0	105	0	15	0	17.5	0	-0.33178079	50.05731964	10	43	7	8		
4	22.5	0	105	0	25	0	27.5	0	0.78359652	36.55661011	10	43	11	12		
4	22.5	0	105	0	27.5	0	30	0	0.36251581	39.42499924	10	43	12	13		
4	22.5	0	105	0	30	0	32.5	0	0.20118891	40.77521133	10	43	13	14		
4	22.5	0	105	0	32.5	0	35	0	0.09444574	59.8139801	10	43	14	15		
4	22.5	0	105	0	35	0	37.5	0	0.1454889	24.03248978	10	43	15	16		
4	22.5	0	105	0	37.5	0	40	0	0.2477648	52.14760971	10	43	16	17		
4	22.5	0	105	0	40	0	42.5	0	0.1385067	24.95068932	10	43	17	18		
4	22.5	0	105	0	45	0	47.5	0	0.05316572	0	10	43	19	20		
4	22.5	0	105	0	52.5	0	55	0	0.2143648	52.25043106	10	43	22	23		
4	22.5	0	105	0	57.5	0	60	0	0.1101596	41.86322021	10	43	24	25		
4	22.5	0	105	0	60	0	62.5	0	0.07427207	0	10	43	25	26		
4	22.5	0	105	0	70	0	72.5	0	0.01739342	0	10	43	29	30		
4	22.5	0	105	0	107.5	0	110	0	-1.04998302	74.53486633	10	43	44	45		
4	22.5	0	105	0	110	0	112.5	0	-0.46988171	57.57725143	10	43	45	46		
4	22.5	0	105	0	112.5	0	115	0	-0.20430949	66.75663757	10	43	46	47		
4	22.5	0	105	0	115	0	117.5	0	-0.14249609	53.78995895	10	43	47	48		
4	22.5	0	105	0	117.5	0	120	0	-0.04971513	0	10	43	48	49		
4	22.5	0	105	0	120	0	122.5	0	-0.05689426	0	10	43	49	50		
4	22.5	0	105	0	122.5	0	125	0	-0.01646444	0	10	43	50	51		
4	22.5	0	105	0	125	0	127.5	0	-0.04015187	0	10	43	51	52		
4	22.5	0	105	0	127.5	0	130	0	-0.04853942	0	10	43	52	53		
4	22.5	0	105	0	130	0	132.5	0	-0.05409841	0	10	43	53	54		
4	22.5	0	105	0	132.5	0	135	0	-0.00564149	0	10	43	54	55		
4	22.5	0	105	0	135	0	137.5	0	-0.04147696	0	10	43	55	56		
4	22.5	0	105	0	147.5	0	150	0	-0.03563778	0	10	43	60	61		
4	22.5	0	105	0	150	0	152.5	0	-0.00430153	0	10	43	61	62		
4	30	0	112.5	0	0	0	2.5	0	-0.01949399	0	13	46	1	2		
4	30	0	112.5	0	2.5	0	5	0	-0.03469041	0	13	46	2	3		
4	30	0	112.5	0	5	0	7.5	0	-0.02025707	0	13	46	3	4		
4	30	0	112.5	0	7.5	0	10	0	-0.01485513	0	13	46	4	5		
4	30	0	112.5	0	10	0	12.5	0	-0.07839049	0	13	46	5	6		
4	30	0	112.5	0	12.5	0	15	0	-0.03472341	0	13	46	6	7		
4	30	0	112.5	0	15	0	17.5	0	-0.08821958	0	13	46	7	8		
4	30	0	112.5	0	17.5	0	20	0	-0.1265886	50.9751091	13	46	8	9		
4	30	0	112.5	0	20	0	22.5	0	-0.1610125	43.79441071	13	46	9	10		
4	30	0	112.5	0	22.5	0	25	0	-0.3284187	33.91017151	13	46	10	11		
4	30	0	112.5	0	32.5	0	35	0	0.78494573	35.02177048	13	46	14	15		
4	30	0	112.5	0	35	0	37.5	0	0.4328022	29.37778091	13	46	15	16		
4	30	0	112.5	0	37.5	0	40	0	0.4651905	41.68389893	13	46	16	17		
4	30	0	112.5	0	40	0	42.5	0	0.2426405	30.17357063	13	46	17	18		
4	30	0	112.5	0	45	0	47.5	0	0.1543211	65.59322357	13	46	19	20		
4	30	0	112.5	0	47.5	0	50	0	0.29592341	47.56816101	13	46	20	21		
4	30	0	112.5	0	52.5	0	55	0	0.09473475	0	13	46	22	23		
4	30	0	112.5	0	57.5	0	60	0	0.1801379	40.2496109	13	46	24	25		
4	30	0	112.5	0	72.5	0	75	0	0.1984977	37.81240845	13	46	30	31		
4	30	0	112.5	0	75	0	77.5	0	0.0026402	0	13	46	31	32		
4	30	0	112.5	0	77.5	0	80	0	0.2227046	28.45409966	13	46	32	33		
4	30	0	112.5	0	100	0	102.5	0	0.1249586	47.56287003	13	46	41	42		
4	30	0	112.5	0	102.5	0	105	0	0.2437779	47.59120941	13	46	42	43		
4	30	0	112.5	0	105	0	107.5	0	0.41220549	56.42446136	13	46	43	44		
4	30	0	112.5	0	115	0	117.5	0	-1.01013196	57.38631821	13	46	47	48		
4	30	0	112.5	0	117.5	0	120	0	-0.27510279	43.62805939	13	46	48	49		
4	30	0	112.5	0	120	0	122.5	0	-0.1583925	45.48115921	13	46	49	50		
4	30	0	112.5	0	122.5	0	125	0	-0.07256354	0	13	46	50	51		
4	30	0	112.5	0	125	0	127.5	0	-0.09145624	0	13	46	51	52		
4	30	0	112.5	0	127.5	0	130	0	-0.08975863	0	13	46	52	53		
4	30	0	112.5	0	130	0	132.5	0	-0.07486647	0	13	46	53	54		
4	30	0	112.5	0	132.5	0	135	0	-0.0394331	0	13	46	54	55		
4	30	0	112.5	0	135	0	137.5	0	-0.06206393	0	13	46	55	56		
4	30	0	112.5	0	147.5	0	150	0	-0.03998368	0	13	46	60	61		
4	30	0	112.5	0	150	0	152.5	0	-0.01636036	0	13	46	61	62		
4	42.5	0	125	0	0	0	2.5	0	-0.00458934	0	18	51	1	2		
4	42.5	0	125	0	2.5	0	5	0	-0.02954712	0	18	51	2	3		
4	42.5	0	125	0	5	0	7.5	0	-0.00400221	0	18	51	3	4		
4	42.5	0	125	0	10	0	12.5	0	-0.1186765	0	18	51	5	6		
4	42.5	0	125	0	15	0	17.5	0	-0.03046689	0	18	51	7	8		
4	42.5	0	125	0	17.5	0	20	0	-0.04839246	0	18	51	8	9		
4	42.5	0	125	0	20	0	22.5	0	-0.01161297	0	18	51	9	10		
4	42.5	0	125	0	22.5	0	25	0	-0.08030621	0	18	51	10	11		
4	42.5	0	125	0	25	0	27.5	0	-0.03241414	0	18	51	11	12		
4	42.5	0	125	0	27.5	0	30	0	-0.03891737	0	18	51	12	13		
4	42.5	0	125	0	30	0	32.5	0	-0.1081711	0	18	51	13	14		
4	42.5	0	125	0	32.5	0	35	0	-0.23883609	29.54648972	18	51	14	15		
4	42.5	0	125	0	35	0	37.5	0	-0.2480223	56.88515091	18	51	15	16		
4	42.5	0	125	0	47.5	0	50	0	0.36569229	43.41342163	18	51	20	21		
4	42.5	0	125	0	52.5	0	55	0	0.04313212	0	18	51	22	23		
4	42.5	0	125	0	57.5	0	60	0	0.08034624	0	18	51	24	25		
4	42.5	0	125	0	77.5	0	80	0	0.05902275	0	18	51	32	33		
4	42.5	0	125	0	100	0	102.5	0	0.04224762	0	18	51	41	42		
4	42.5	0	125	0	102.5	0	105	0	0.08173401	0	18	51	42	43		
4	42.5	0	125	0	105	0	107.5	0	0.04172435	0	18	51	43	44		
4	42.5	0	125	0	107.5	0	110	0	0.1133075	0	18	51	44	45		
4	42.5	0	125	0	110	0	112.5	0	0.04482679	0	18	51	45	46		
4	42.5	0	125	0	112.5	0	115	0	0.2289654	36.38304138	18	51	46	47		
4	42.5	0	125	0	115	0	117.5	0	0.1660624	47.06280899	18	51	47	48		
4	42.5	0	125	0	117.5	0	120	0	0.34134549	60.23722839	18	51	48	49		
4	42.5	0	125	0	127.5	0	130	0	-0.81548047	57.97758102	18	51	52	53		
4	42.5	0	125	0	130	0	132.5	0	-0.39114571	48.82413101	18	51	53	54		
4	42.5	0	125	0	132.5	0	135	0	-0.1950615	99	18	51	54	55		
4	42.5	0	125	0	135	0	137.5	0	-0.1980153	53.30807877	18	51	55	56		
4	42.5	0	125	0	147.5	0	150	0	-0.05398926	0	18	51	60	61		
4	42.5	0	125	0	150	0	152.5	0	-0.0368586	0	18	51	61	62		
4	47.5	0	130	0	0	0	2.5	0	-0.01975104	0	20	53	1	2		
4	47.5	0	130	0	5	0	7.5	0	-0.01842324	0	20	53	3	4		
4	47.5	0	130	0	7.5	0	10	0	-0.061182	0	20	53	4	5		
4	47.5	0	130	0	12.5	0	15	0	-0.06390636	0	20	53	6	7		
4	47.5	0	130	0	15	0	17.5	0	-0.01924364	0	20	53	7	8		
4	47.5	0	130	0	20	0	22.5	0	-0.05512509	0	20	53	9	10		
4	47.5	0	130	0	25	0	27.5	0	-0.03833315	0	20	53	11	12		
4	47.5	0	130	0	27.5	0	30	0	-0.07657146	0	20	53	12	13		
4	47.5	0	130	0	30	0	32.5	0	-0.05165384	0	20	53	13	14		
4	47.5	0	130	0	32.5	0	35	0	-0.04959101	0	20	53	14	15		
4	47.5	0	130	0	80	0	82.5	0	0.06172853	0	20	53	33	34		
4	47.5	0	130	0	100	0	102.5	0	0.02321163	0	20	53	41	42		
4	47.5	0	130	0	102.5	0	105	0	0.01375341	0	20	53	42	43		
4	47.5	0	130	0	105	0	107.5	0	0.06455841	0	20	53	43	44		
4	47.5	0	130	0	107.5	0	110	0	0.00621577	0	20	53	44	45		
4	47.5	0	130	0	110	0	112.5	0	0.1343711	0	20	53	45	46		
4	47.5	0	130	0	112.5	0	115	0	0.0277712	0	20	53	46	47		
4	47.5	0	130	0	115	0	117.5	0	0.1325928	0	20	53	47	48		
4	47.5	0	130	0	117.5	0	120	0	0.08779375	0	20	53	48	49		
4	47.5	0	130	0	120	0	122.5	0	0.1812129	30.46692085	20	53	49	50		
4	47.5	0	130	0	122.5	0	125	0	0.28366101	37.92467117	20	53	50	51		
4	47.5	0	130	0	132.5	0	135	0	-1.94152296	6.73066187	20	53	54	55		
4	47.5	0	130	0	135	0	137.5	0	-0.96681362	26.86053085	20	53	55	56		
4	47.5	0	130	0	147.5	0	150	0	-0.03439954	0	20	53	60	61		
4	47.5	0	130	0	150	0	152.5	0	-0.024837	0	20	53	61	62		
4	65	0	147.5	0	2.5	0	5	0	-0.02643301	0	27	60	2	3		
4	65	0	147.5	0	10	0	12.5	0	-0.07267037	0	27	60	5	6		
4	65	0	147.5	0	15	0	17.5	0	-0.01102622	0	27	60	7	8		
4	65	0	147.5	0	22.5	0	25	0	-0.05419243	0	27	60	10	11		
4	65	0	147.5	0	25	0	27.5	0	-0.1236454	0	27	60	11	12		
4	65	0	147.5	0	30	0	32.5	0	-0.01179713	0	27	60	13	14		
4	65	0	147.5	0	32.5	0	35	0	-0.08463868	0	27	60	14	15		
4	65	0	147.5	0	37.5	0	40	0	-0.145945	25.21738052	27	60	16	17		
4	65	0	147.5	0	40	0	42.5	0	-0.13726319	0	27	60	17	18		
4	65	0	147.5	0	57.5	0	60	0	-0.7854104	99	27	60	24	25		
4	65	0	147.5	0	67.5	0	70	0	0.2253778	53.19239044	27	60	28	29		
4	65	0	147.5	0	70	0	72.5	0	0.1139683	0	27	60	29	30		
4	65	0	147.5	0	80	0	82.5	0	0.03354688	0	27	60	33	34		
4	65	0	147.5	0	100	0	102.5	0	0.02750774	0	27	60	41	42		
4	65	0	147.5	0	105	0	107.5	0	0.1310064	0	27	60	43	44		
4	65	0	147.5	0	107.5	0	110	0	0.06606098	0	27	60	44	45		
4	65	0	147.5	0	112.5	0	115	0	0.0817013	0	27	60	46	47		
4	65	0	147.5	0	117.5	0	120	0	0.1751226	64.05432892	27	60	48	49		
4	65	0	147.5	0	120	0	122.5	0	0.01451684	0	27	60	49	50		
4	65	0	147.5	0	122.5	0	125	0	0.05765924	0	27	60	50	51		
4	65	0	147.5	0	125	0	127.5	0	0.03698422	0	27	60	51	52		
4	65	0	147.5	0	127.5	0	130	0	0.0666607	0	27	60	52	53		
4	65	0	147.5	0	132.5	0	135	0	0.30987021	61.56338882	27	60	54	55		
4	65	0	147.5	0	150	0	152.5	0	-2.58305097	70.16137695	27	60	61	62		
4	7.5	0	105	0	0	0	2.5	0	-0.1361247	0	4	43	1	2		
4	7.5	0	105	0	10	0	12.5	0	0.59100181	121.532898	4	43	5	6		
4	7.5	0	105	0	12.5	0	15	0	0.1970057	42.85720062	4	43	6	7		
4	7.5	0	105	0	15	0	17.5	0	0.1673559	44.4814682	4	43	7	8		
4	7.5	0	105	0	17.5	0	20	0	0.1284862	0	4	43	8	9		
4	7.5	0	105	0	20	0	22.5	0	0.05264105	0	4	43	9	10		
4	7.5	0	105	0	22.5	0	25	0	0.1108212	0	4	43	10	11		
4	7.5	0	105	0	25	0	27.5	0	0.03204812	0	4	43	11	12		
4	7.5	0	105	0	30	0	32.5	0	0.04240422	0	4	43	13	14		
4	7.5	0	105	0	32.5	0	35	0	0.09995464	0	4	43	14	15		
4	7.5	0	105	0	37.5	0	40	0	0.18530039	23.23072052	4	43	16	17		
4	7.5	0	105	0	40	0	42.5	0	0.37934881	18.35166931	4	43	17	18		
4	7.5	0	105	0	47.5	0	50	0	0.03286635	0	4	43	20	21		
4	7.5	0	105	0	50	0	52.5	0	0.07744952	0	4	43	21	22		
4	7.5	0	105	0	55	0	57.5	0	0.0047388	0	4	43	23	24		
4	7.5	0	105	0	57.5	0	60	0	0.09668557	0	4	43	24	25		
4	7.5	0	105	0	62.5	0	65	0	0.07392011	0	4	43	26	27		
4	7.5	0	105	0	67.5	0	70	0	0.04962848	0	4	43	28	29		
4	7.5	0	105	0	70	0	72.5	0	0.08959983	0	4	43	29	30		
4	7.5	0	105	0	77.5	0	80	0	0.4618102	41.68111038	4	43	32	33		
4	7.5	0	105	0	80	0	82.5	0	0.09854647	0	4	43	33	34		
4	7.5	0	105	0	107.5	0	110	0	-1.14690602	22.74694061	4	43	44	45		
4	7.5	0	105	0	110	0	112.5	0	-0.3409459	30.15719986	4	43	45	46		
4	7.5	0	105	0	112.5	0	115	0	-0.30340099	18.12400055	4	43	46	47		
4	7.5	0	105	0	115	0	117.5	0	-0.06838489	0	4	43	47	48		
4	7.5	0	105	0	117.5	0	120	0	-0.08596396	0	4	43	48	49		
4	7.5	0	105	0	120	0	122.5	0	-0.03149024	0	4	43	49	50		
4	7.5	0	105	0	122.5	0	125	0	-0.08813138	0	4	43	50	51		
4	7.5	0	105	0	125	0	127.5	0	-0.03656761	0	4	43	51	52		
4	7.5	0	105	0	127.5	0	130	0	-0.0220601	0	4	43	52	53		
4	7.5	0	105	0	130	0	132.5	0	-0.0271426	0	4	43	53	54		
4	7.5	0	105	0	132.5	0	135	0	-0.03771929	0	4	43	54	55		
4	7.5	0	105	0	135	0	137.5	0	-0.024997	0	4	43	55	56		
4	12.5	0	110	0	0	0	2.5	0	-0.05187193	0	6	45	1	2		
4	12.5	0	110	0	2.5	0	5	0	-0.108785	44.60068893	6	45	2	3		
4	12.5	0	110	0	5	0	7.5	0	-0.22002169	41.78398895	6	45	3	4		
4	12.5	0	110	0	15	0	17.5	0	0.58416522	41.77693939	6	45	7	8		
4	12.5	0	110	0	17.5	0	20	0	0.26669201	40.68544006	6	45	8	9		
4	12.5	0	110	0	20	0	22.5	0	0.1552891	35.56454086	6	45	9	10		
4	12.5	0	110	0	22.5	0	25	0	0.13079169	24.68074036	6	45	10	11		
4	12.5	0	110	0	25	0	27.5	0	0.06320199	0	6	45	11	12		
4	12.5	0	110	0	27.5	0	30	0	0.03876301	0	6	45	12	13		
4	12.5	0	110	0	30	0	32.5	0	0.05552557	0	6	45	13	14		
4	12.5	0	110	0	32.5	0	35	0	0.07740644	0	6	45	14	15		
4	12.5	0	110	0	35	0	37.5	0	0.00815189	0	6	45	15	16		
4	12.5	0	110	0	37.5	0	40	0	0.1672781	2.36344695	6	45	16	17		
4	12.5	0	110	0	45	0	47.5	0	0.09311379	56.55028152	6	45	19	20		
4	12.5	0	110	0	65	0	67.5	0	0.01455828	0	6	45	27	28		
4	12.5	0	110	0	80	0	82.5	0	0.06153366	0	6	45	33	34		
